作者,作者身分,"標題	",年份,來源出版物名稱,卷,期,論文編號,起始頁碼,結束頁碼,頁碼計數,被引用文獻,DOI,連結,摘要,作者關鍵字,索引關鍵字,通訊地址,原始文獻語言,文獻類型,出版階段,開放取用,來源出版物,EID
"Hsieh H.-P., Lin F., Jiang J., Kuo T.-Y., Chang Y.-E.",36482807200;57205118809;57221178629;8897644000;57226438022;,Inferring long-term demand of newly established stations for expansion areas in bike sharing system,2021,Applied Sciences (Switzerland),11,15,6748,,,,1,10.3390/app11156748,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111574683&doi=10.3390%2fapp11156748&partnerID=40&md5=756d9395323dfb4b15efc6209692ee1c,"Research on flourishing public bike-sharing systems has been widely discussed in recent years. In these studies, many existing works focus on accurately predicting individual stations in a short time. This work, therefore, aims to predict long-term bike rental/drop-off demands at given bike station locations in the expansion areas. The real-world bike stations are mainly built-in batches for expansion areas. To address the problem, we propose LDA (Long-Term Demand Advisor), a framework to estimate the long-term characteristics of newly established stations. In LDA, several engineering strategies are proposed to extract discriminative and representative features for long-term demands. Moreover, for original and newly established stations, we propose several feature extraction methods and an algorithm to model the correlations between urban dynamics and long-term demands. Our work is the first to address the long-term demand of new stations, providing the government with a tool to pre-evaluate the bike flow of new stations before deployment; this can avoid wasting resources such as personnel expense or budget. We evaluate real-world data from New York City’s bike-sharing system, and show that our LDA framework outperforms baseline approaches. ? 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Batches prediction; Bike sharing system; Category clustering; Expansion areas,,"Hsieh, H.-P.; Department of Electrical Engineering, Taiwan; 電子郵件: hphsieh@mail.ncku.edu.tw",English,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85111574683
"Lin F., Hsieh H.-P.",57205118809;36482807200;,A Joint Passenger Flow Inference and Path Recommender System for Deploying New Routes and Stations of Mass Transit Transportation,2021,ACM Transactions on Knowledge Discovery from Data,16,1,3451393,,,,2,10.1145/3451393,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111166057&doi=10.1145%2f3451393&partnerID=40&md5=c0470aef7fbd9c3e8c2605cba31c51eb,"In this work, a novel decision assistant system for urban transportation, called Route Scheme Assistant (RSA), is proposed to address two crucial issues that few former researches have focused on: route-based passenger flow (PF) inference and multivariant high-PF route recommendation. First, RSA can estimate the PF of arbitrary user-designated routes effectively by utilizing Deep Neural Network (DNN) for regression based on geographical information and spatial-Temporal urban informatics. Second, our proposed Bidirectional Prioritized Spanning Tree (BDPST) intelligently combines the parallel computing concept and Gaussian mixture model (GMM) for route recommendation under users' constraints running in a timely manner. We did experiments on bus-Ticket data of Tainan and Chicago and the experimental results show that the PF inference model outperforms baseline and comparative methods from 41% to 57%. Moreover, the proposed BDPST algorithm's performance is not far away from the optimal PF and outperforms other comparative methods from 39% to 71% in large-scale route recommendations. ? 2021 Association for Computing Machinery.",bidirectional spanning tree; interactive route planning; passenger volume estimation; Route scheme; urban planning,Deep neural networks; Gaussian distribution; Mass transportation; Urban transportation; Algorithm's performance; Comparative methods; Gaussian Mixture Model; Geographical information; Inference models; Spatial temporals; Urban Informatics; Users' -constraints; Transportation routes,,English,Article,Final,,Scopus,2-s2.0-85111166057
"Wang J.-J., Lin C.-Y., Yang S.-C., Chang H.-Y., Lin Y.-C.",36877039300;37099298900;7406948351;57188688954;57223112574;,An embedding strategy using q-ary convolutional codes for large and small payloads,2021,Mathematics,9,13,1577,,,,,10.3390/math9131577,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110251943&doi=10.3390%2fmath9131577&partnerID=40&md5=7953fb3d7f8896b696e39f70dd25bae6,"Matrix embedding (ME) code is a commonly used steganography technique, which uses linear block codes to improve embedding efficiency. However, its main disadvantage is the inability to perform maximum likelihood decoding due to the high complexity of decoding large ME codes. As such, it is difficult to improve the embedding efficiency. The proposed q-ary embedding code can provide excellent embedding efficiency and is suitable for various embedding rates (large and small payloads). This article discusses that by using perforation technology, a convolutional code with a high embedding rate can be easily converted into a convolutional code with a low embedding rate. By keeping the embedding rate of the (2, 1) convolutional code unchanged, convolutional codes with different embedding rates can be designed through puncturing. ? 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Convolutional codes; Matrix embedding; Maximum decoding; Optimal design; Q-ary codes,,"Lin, C.-Y.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: chiyuan@ncut.edu.tw",English,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85110251943
"Liu I.-H., Su K.-M., Li J.-S.",55949898900;57222293460;7410065268;,The security issue of ICS: The use of IT infrastructure,2021,"Journal of Robotics, Networking and Artificial Life",8,1,,29,32,,,10.2991/jrnal.k.210521.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120830733&doi=10.2991%2fjrnal.k.210521.007&partnerID=40&md5=2285e6d84df70ea1164b2d67b9ccd718,"With the trend of Industry 4.0, the communication established by Ethernet is becoming more and more common in the Industrial Control System (ICS), and it brings not only pros but also cons like vulnerabilities from information technology. Furthermore, most devices in the ICS are not ready for cyberattacks, and it opens up opportunities for attackers. We generalized a procedure of attacking an Ethernet-enabled ICS and implemented it to the real industrial system we obtained. The procedure gets the information and access of the devices in the ICS, like identifying the manufacturer of Programmable Logic Controllers (PLCs) and overwriting the configuration of PLCs. ? 2021 The Authors. Published by Atlantis Press B.V.",Ethernet; Industrial control systems; information technology; network security; programmable logic controller,,"Li, J.-S.; Department of Electrical Engineering, No. 1, University Rd., East Dist., Taiwan; 電子郵件: jsli@mail.ncku.edu.tw",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85120830733
"Su S.-L., Chih T.-H., Tsai Y.-C., Liao H.-C., Wang Y.-C.",7402029758;57202961152;56413752500;56911616000;57212112270;,A Power Control Scheme to Exploit Capture Effect with Fairness Consideration in WLAN,2021,Wireless Personal Communications,118,4,,3485,3500,,,10.1007/s11277-021-08190-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100777287&doi=10.1007%2fs11277-021-08190-z&partnerID=40&md5=509698748cbecb189869d61c74da41f2,"In this paper, we develop a physical/medium-access-control cross layer design to improve system throughput with the consideration of fairness for IEEE 802.11 WLAN. From PHY layer perspective, when an access collision occurs, the access point can still decode the corresponding data successfully if the received signal to interference plus noise ratio is larger than the threshold. This phenomenon is referred to as the capture effect. To improve system throughput, this work proposes a Differential Reception-Power Power Control scheme to take advantage of the capture effect. However, the proposed power control scheme cannot provide a fair transmission environment even though it improves the system throughput. To resolve this problem, this work proposes two methods: the adjustment of contention window size and the modification of probability mass function for the selection of the backoff value. The simulation results demonstrate that the proposed schemes can not only remarkably improve system throughput, but also provide a fair transmission environment. ? 2021, The Author(s).",Capture effect; Fairness; IEEE 802.11 WLAN; Transmit power control,IEEE Standards; Signal to noise ratio; Wireless local area networks (WLAN); Contention window size; Cross-layer design; IEEE802.11 WLAN; Power control schemes; Probability mass function; Received signals; System throughput; Transmission environment; Power control,"Chih, T.-H.; Institute of Computer and Communication Engineering, Taiwan; 電子郵件: daz@pcnw3.ee.ncku.edu.tw",English,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85100777287
"Chen Y.-Y., Liu I.-H., Wu C.-C., Liu C.-G., Li J.-S.",57224476143;55949898900;57203021669;8521940300;7410065268;,The Effect of Node Deployment for MT6D in Industry Control System,2021,SIBCON 2021 - International Siberian Conference on Control and Communications,,,9438903,,,,1,10.1109/SIBCON50419.2021.9438903,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107651770&doi=10.1109%2fSIBCON50419.2021.9438903&partnerID=40&md5=1e9f724b156ecabafc57e2242aee154e,"Information security issues have always been something we cannot ignore on the Internet of Things (IoT) world. Every device connecting to the internet is at risk of being attacked including industry devices. In the Industry Control System (ICS), we aim to maintain system speed and stability. Without the focus on system security, the ICS will be attacked easily by hackers. More and more studies propose new methods to solve existing information security problems. Moving Target IPv6 Defense (MT6D) is one of the methods, and it is very suitable for handling information security in ICS. But there is still some issue needed to be deal with. The latest study, introduced in the next section, shows the solution in the MT6D topic. But the MT6D node deployment is a burden for the factory. In this paper, we will show how we make the MT6D friendlier for the ICS by decease the deployment node and calculation needed. ? 2021 IEEE.",deployment; ICS; information security; MT6D,Internet of things; Personal computing; Security of data; Internet of thing (IOT); Moving targets; Node deployment; System security; Control systems,,English,Conference Paper,Final,,Scopus,2-s2.0-85107651770
"Ma H.-S., Li S.-C., Jian Z.-J., Kuo Y.-H., Huang J.-W.",55969848300;57148773800;57202891252;57223650065;34770477200;,Local community detection by local structure expansion and exploring the local communities for target nodes in complex networks,2021,Journal of Information Science and Engineering,37,3,,499,515,,,10.6688/JISE.20210537(3).0001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105966555&doi=10.6688%2fJISE.20210537%283%29.0001&partnerID=40&md5=06f49c5b557023d8aeee759b61994714,"Most algorithms for local community detection select a seed node using a greedy algorithm and then expand it into a community using optimization functions. This paper presents a novel approach to community detection based on local expansion. The proposed Local Community Detection via LOcal Structure Expansion (CLOSE) algorithm features a novel connective function, which identifies a source node in the center of a highly-connected component of a graph. The CLOSE algorithm also selects a group of nodes rather than a single node as a seed for local community expansion, which facilitates the selection of a community suitable for the hub node. We also developed a system by which to identify the most suitable source nodes for given target nodes, referred to as Exploring Local Communities of Target Nodes (ELCTN). The performance of CLOSE and ELCTN was compared with that of state-of-the-art methods in experiments using synthetic networks generated using the Lancichinetti-Fortunato-Radicchi benchmark as well as real-world networks. Both algorithms outperformed previous methods in terms of accuracy and modularity. ? 2021 Institute of Information Science. All rights reserved.",Communities identification for target nodes; Complex networks; Local community detection; Neighboring group expansion; Source-node selection,Benchmarking; Complex networks; Population dynamics; Community detection; Connected component; Greedy algorithms; Local expansion; Optimization function; Real-world networks; State-of-the-art methods; Synthetic networks; Graph algorithms,,English,Article,Final,,Scopus,2-s2.0-85105966555
"Yang Y.-S., Lee S.-H., Chen W.-C., Yang C.-S., Huang Y.-M., Hou T.-W.",55273224300;57190019484;57222723646;13405682600;57222726285;7103185466;,Ttas: Trusted token authentication service of securing scada network in energy management system for industrial internet of things,2021,Sensors,21,8,2685,,,,2,10.3390/s21082685,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103848420&doi=10.3390%2fs21082685&partnerID=40&md5=09c5f0de53bb37c182d56c627dc7dc2c,"The vigorous development of the Industrial Internet of Things brings the advanced connec-tion function of the new generation of industrial automation and control systems. The Supervisory Control and Data Acquisition (SCADA) network is converted into an open and highly interconnected network, where the equipment connections between industrial electronic devices are integrated with a SCADA system through a Modbus protocol. As SCADA and Modbus are easily used for control and monitoring, the interconnection and operational efficiency between systems are highly improved; however, such connectivity inevitably exposes the system to the open network environment. There are many network security threats and vulnerabilities in a SCADA network system. Especially in the era of the Industrial Internet of Things, any security vulnerability of an industrial system may cause serious property losses. Therefore, this paper proposes an encryption and verification mechanism based on the trusted token authentication service and Transport Layer Security (TLS) protocol to prevent attackers from physical attacks. Experimentally, this paper deployed and verified the system in an actual field of energy management system. According to the experimental results, the security defense architecture proposed in this paper can effectively improve security and is compatible with the actual field system. ? 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Authentication; Energy management system; Industrial internet of things (IIoT); Modbus; SCADA security; Token,Authentication; Cryptography; Energy management; Energy management systems; Industrial internet of things (IIoT); SCADA systems; Trusted computing; Authentication services; Control and monitoring; Industrial automation and control systems; Interconnected network; Operational efficiencies; Security vulnerabilities; Supervisory control and data acquisition; Transport layer security protocols; Network security; article; energy conservation; internet of things; network security,"Lee, S.-H.; Department of Intelligent Commerce, Taiwan; 電子郵件: shlee@nkust.edu.tw",English,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85103848420
"Bhooanusas N., Sou S.-I., Cheng K.-C.",55929416000;55898483800;57219800167;,Satisfaction-based Dynamic Bandwidth Reallocation for multipath mobile data offloading,2021,Computer Networks,185,,107594,,,,4,10.1016/j.comnet.2020.107594,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095581538&doi=10.1016%2fj.comnet.2020.107594&partnerID=40&md5=4205ff7c3670b8d1f74e5bfa67f77d85,"Mobile data offloading is a key solution to mitigate heavy traffic load through cellular networks to the WiFi networks. To motivate the mobile users to transmit data over the cellular/WiFi networks under the control of the operator smartly, many incentive pricing frameworks have been proposed with the execution of dynamic bandwidth reallocation schemes to improve network efficiency. In this paper, a Satisfaction-based Dynamic Bandwidth Reallocation (SDBR) scheme is proposed to improve user satisfaction in term of the blocking probability and the user payment in data offloading environments. In SDBR, the operator can efficiently reallocate the bandwidth to accommodate more potential users; the overall operator revenue therefore increases as well. To demonstrate the effectiveness of our proposed SDBR scheme, we first assess the blocking probability with and without serving users having WiFi connections and discuss the benefits of the dynamic bandwidth allocation. Then, we elaborate a satisfaction-based pricing scheme for data downloading to motivate both mobile operator and users to work with SDBR, which brings the increment of operator overall revenue and reduction of individual user payment. Finally, simulation results show that our proposed SDBR scheme outperforms the four existing bandwidth allocation schemes in both time-based and volume-based data transmission. ? 2020 Elsevier B.V.",LTE; MPTCP; Payment; User satisfaction; WiFi offloading,Blocking probability; Costs; Economics; Frequency allocation; Wi-Fi; Wireless local area networks (WLAN); Bandwidth allocation scheme; Dynamic bandwidth; Dynamic bandwidth allocation; Heavy traffic load; Mobile data offloading; Network efficiency; User satisfaction; Wi-Fi connections; Bandwidth,"Sou, S.-I.; Department of Electrical Engineering, Taiwan; 電子郵件: sisou@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85095581538
"Yen T.-H., Yang C.-S.",57608956400;57395095100;,FlexIPS: A Keep Tracking Scalable Network Function Design and Implementation,2021,"Proceedings - 2021 2nd International Conference on Electronics, Communications and Information Technology, CECIT 2021",,,,607,613,,,10.1109/CECIT53797.2021.00112,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128692321&doi=10.1109%2fCECIT53797.2021.00112&partnerID=40&md5=ec15d30f5bd5cae1650f3f1632119467,"From the past to the present, network attack methods have not been unchanged. As network technology is becoming increasingly complex, the difficulty of preventing risks has also increased. Attack methods have ranged from early packet spoofing, flood attacks, vertical scanning, to social attacks, such as horizontal scanning and spam. Up to the recent web application attacks, web injection attacks, penetration attacks, and ransomware that caused a large amount of economic lossesnot long ago have forced computer scientists to pay attention to the prevention of information security incidents. Intrusion prevention systems (IPSs), also known as intrusion detectionand prevention systems, are used for maintaining network security. Their purpose is to reinforce the deficiencies of network firewalls and network intrusion detection systems and strengthen network safety. IPSs can monitor the network status and transmission behavior of network packets inreal time and interrupt, adjust, or isolate abnormal or malicious network packet transmission behaviors in real time. In this study, a scalablesoftware-based IPS based on Hy-perscan, Data Plane Develop Kit (DPDK), and OpenNetVM is designed and implemented. With these libraries, it achieves a dynamic scalable IPS that can filter out malicious patterns spread all over the packet flow. Moreover, a methodcalled back pressure is designed and implemented to increase the performance of the IPS. Finally, the performance of the IPS is evaluated on a 10-Gbps network environment using iperf, Pktgen-DPDK, and malicious pcap files with Snort community rules. ? 2021 IEEE.",DPDK; Hyperscan; IPS; openNetVM; Snort,Computer system firewalls; Computer viruses; Intrusion detection; Losses; Attack methods; Data plane develop kit; Data planes; Data-plane; Hyperscan; Intrusion prevention systems; Network packets; Opennetvm; Snort; Transmission behavior; Network security,,English,Conference Paper,Final,,Scopus,2-s2.0-85128692321
"Hsieh Y.-C., Chang Y.-J., Ssu K.-F.",57478855000;57190983606;6602633782;,Illegal Parking Detection System Based on Scooters' Trajectories,2021,"2021 IEEE International Conference on Electronic Communications, Internet of Things and Big Data, ICEIB 2021",,,,175,178,,,10.1109/ICEIB53692.2021.9686458,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125854783&doi=10.1109%2fICEIB53692.2021.9686458&partnerID=40&md5=9169a84ecbcdb25047f76693a3d3557c,"An illegal parking detection system is designed based on scooters' trajectories to identify illegally parked vehicles on the roads. If the trajectories of an area contain more irregular lane switching behavior, the possibility of illegal parking in the area becomes higher. The system has been implemented successfully with the Simulation of Urban MObility (SUMO) simulator. The simulation results show that the system achieves 90.28% of accuracy for detecting illegally parked vehicles. ? 2021 IEEE.",Illegal parking detection; Scooters; Trajectory data analysis,Crime; Intelligent vehicle highway systems; Trajectories; Detection system; Illegal parking; Illegal parking detection; Switching behaviors; Trajectory data analyse; Urban mobility; Vehicles,"Ssu, K.-F.; National Cheng Kung University, Taiwan; 電子郵件: ssu@ee.ncku.edu.tw",English,Conference Paper,Final,,Scopus,2-s2.0-85125854783
"Chuang C.-C., Chang E.-W., Chang Y.-J., Wong S.-H., Ssu K.-F.",57478992700;57193628646;57190983606;57478435200;6602633782;,Auxiliary System for Road Inspection Based on Geotagged Videos and Map Services,2021,"2021 IEEE International Conference on Electronic Communications, Internet of Things and Big Data, ICEIB 2021",,,,154,157,,,10.1109/ICEIB53692.2021.9686408,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125849612&doi=10.1109%2fICEIB53692.2021.9686408&partnerID=40&md5=30290a9e25771fbd9d32f1bbf0d7c8e1,"Road maintenance requires regular and careful inspection. Current solutions to large-scale road inspection typically rely on the mass cost of labor and time. This study introduces an auxiliary system based on geotagged videos and map services to help road inspectors perform their tasks. With the mobile application, street videos and GPS data are recorded automatically when vehicles are traveling. The GPS data are transmitted to the system via the mobile network for generating the traversed trajectories on the interactive map. When the inspectors examine the road condition of road segments, the videos are uploaded to the system for producing the street videos of the corresponding road segments. The inspectors watch the videos, realize the current situation, and make appropriate arrangements. The system simplifies the entire process of road inspection. The system has been implemented and tested successfully ? 2021 IEEE.",Crowdsourcing; Geotagged videos and map services; GPS tracking; Road inspection; Trajectory data analysis,Auxiliary equipment; Crowdsourcing; Global positioning system; Inspection; Auxiliary systems; Geotagged video and map service; GPS data; GPS tracking; Map service; Road inspections; Road maintenance; Road segments; Trajectory data analyse; Video services; Roads and streets,"Ssu, K.-F.; Institute of Computer and Communication Engineering, Taiwan; 電子郵件: ssu@ee.ncku.edu.tw",English,Conference Paper,Final,,Scopus,2-s2.0-85125849612
"Xu D.-Y., Chang Y.-J., Ssu K.-F.",57478576700;57190983606;6602633782;,Real-time Path Planning Algorithm for Scooters in Urban Traffic Environments with the Hook-Turn Constraint,2021,"2021 IEEE International Conference on Electronic Communications, Internet of Things and Big Data, ICEIB 2021",,,,217,220,,,10.1109/ICEIB53692.2021.9686413,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125844792&doi=10.1109%2fICEIB53692.2021.9686413&partnerID=40&md5=c142b7ade785ae29f4d0c2e39c9239b5,"An illegal parking detection system is designed based on scooters' trajectories to identify illegally parked vehicles on the roads. If the trajectories of an area contain more irregular lane switching behavior, the possibility of illegal parking in the area becomes higher. The system has been implemented successfully with the Simulation of Urban MObility (SUMO) simulator. The simulation results show that the system achieves 90.28% of accuracy for detecting illegally parked vehicles. ? 2021 IEEE.",Illegal parking detection; Scooters; Trajectory data analysis,Crime; Intelligent vehicle highway systems; Motion planning; Trajectories; Detection system; Illegal parking; Illegal parking detection; Path-planning algorithm; Real time path planning; Switching behaviors; Traffic environment; Trajectory data analyse; Urban mobility; Urban traffic; Vehicles,"Ssu, K.-F.; National Cheng Kung University, Taiwan; 電子郵件: ssu@ee.ncku.edu.tw",English,Conference Paper,Final,,Scopus,2-s2.0-85125844792
